ano,cor_raca,grupo_idade,id_municipio,populacao,tipo_ligacao_rede_geral
2022,Branca,0 a 4 anos,4318457,3,Não possui ligação com a rede geral
2022,Amarela,0 a 4 anos,5004502,3,Não possui ligação com a rede geral
2022,Parda,0 a 4 anos,4120705,6,Não possui ligação com a rede geral
2022,Indígena,0 a 4 anos,2932507,9,Possui ligação à rede geral e a utiliza como forma principal
2022,Branca,0 a 4 anos,4211603,6,"Não possui ligação com a rede geral - Fonte, nascente ou mina"
2022,Parda,0 a 4 anos,2511905,8,"Não possui ligação com a rede geral - Fonte, nascente ou mina"
2022,Parda,0 a 4 anos,4300901,2,"Não possui ligação com a rede geral - Fonte, nascente ou mina"
2022,Branca,0 a 4 anos,4211603,8,Não possui ligação com a rede geral - Poço profundo ou artesiano
2022,Preta,0 a 4 anos,2512408,1,Não possui ligação com a rede geral - Poço profundo ou artesiano
2022,Preta,0 a 4 anos,3534708,3,Não possui ligação com a rede geral - Poço profundo ou artesiano
2022,Branca,0 a 4 anos,2512408,7,"Possui ligação à rede geral, mas utiliza principalmente outra forma"
2022,Preta,0 a 4 anos,2921500,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma"
2022,Preta,0 a 4 anos,2511905,3,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba"
2022,Branca,0 a 4 anos,2511905,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Carro-pipa"
2022,Parda,0 a 4 anos,3534708,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço raso, freático ou cacimba"
2022,Branca,0 a 4 anos,2932507,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Rios, açudes, córregos, lagos e igarapés"
2022,Parda,0 a 4 anos,2802601,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Rios, açudes, córregos, lagos e igarapés"
2022,Amarela,15 a 19 anos,4120705,2,Possui ligação à rede geral e a utiliza como forma principal
2022,Indígena,15 a 19 anos,2802601,1,Possui ligação à rede geral e a utiliza como forma principal
2022,Branca,15 a 19 anos,2905701,5,"Não possui ligação com a rede geral - Fonte, nascente ou mina"
2022,Indígena,15 a 19 anos,5004502,9,"Possui ligação à rede geral, mas utiliza principalmente outra forma"
2022,Parda,15 a 19 anos,3522703,7,"Possui ligação à rede geral, mas utiliza principalmente outra forma"
2022,Parda,15 a 19 anos,2921500,1,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba"
2022,Preta,15 a 19 anos,2923902,2,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba"
2022,Branca,15 a 19 anos,4318457,1,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba"
2022,Branca,15 a 19 anos,4120705,3,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba"
2022,Parda,15 a 19 anos,2923902,2,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba"
2022,Preta,15 a 19 anos,4309753,1,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba"
2022,Parda,15 a 19 anos,2905701,4,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Carro-pipa"
2022,Preta,15 a 19 anos,2601904,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano"
2022,Parda,15 a 19 anos,3522703,3,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano"
2022,Parda,15 a 19 anos,4108809,6,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano"
2022,Preta,15 a 19 anos,2511905,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço raso, freático ou cacimba"
2022,Parda,15 a 19 anos,3161106,6,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço raso, freático ou cacimba"
2022,Parda,15 a 19 anos,2601904,2,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço raso, freático ou cacimba"
2022,Branca,15 a 19 anos,2932507,4,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço raso, freático ou cacimba"
2022,Indígena,15 a 19 anos,2923902,3,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Rios, açudes, córregos, lagos e igarapés"
2022,Parda,20 a 24 anos,4120705,6,Não possui ligação com a rede geral
2022,Indígena,20 a 24 anos,2921500,2,Possui ligação à rede geral e a utiliza como forma principal
2022,Amarela,20 a 24 anos,4211603,1,Possui ligação à rede geral e a utiliza como forma principal
2022,Indígena,20 a 24 anos,2923902,6,"Não possui ligação com a rede geral - Fonte, nascente ou mina"
2022,Parda,20 a 24 anos,4311809,2,"Não possui ligação com a rede geral - Fonte, nascente ou mina"
2022,Branca,20 a 24 anos,2511905,1,"Não possui ligação com a rede geral - Fonte, nascente ou mina"
2022,Parda,20 a 24 anos,2907202,3,"Não possui ligação com a rede geral - Fonte, nascente ou mina"
2022,Branca,20 a 24 anos,3161106,1,"Não possui ligação com a rede geral - Fonte, nascente ou mina"
2022,Parda,20 a 24 anos,4313102,2,Não possui ligação com a rede geral - Poço profundo ou artesiano
2022,Parda,20 a 24 anos,4120705,1,Não possui ligação com a rede geral - Poço profundo ou artesiano
2022,Parda,20 a 24 anos,2921500,9,Não possui ligação com a rede geral - Poço profundo ou artesiano
2022,Parda,20 a 24 anos,2802601,5,"Possui ligação à rede geral, mas utiliza principalmente outra forma"
2022,Amarela,20 a 24 anos,3161106,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma"
2022,Preta,20 a 24 anos,4309753,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma"
2022,Indígena,20 a 24 anos,2923902,1,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba"
2022,Amarela,20 a 24 anos,5004502,4,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba"
2022,Indígena,20 a 24 anos,5002407,6,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano"
2022,Parda,20 a 24 anos,4313102,2,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano"
2022,Preta,20 a 24 anos,2601904,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano"
2022,Indígena,20 a 24 anos,2905701,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano"
2022,Preta,20 a 24 anos,4108809,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço raso, freático ou cacimba"
2022,Branca,20 a 24 anos,4120705,3,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço raso, freático ou cacimba"
2022,Branca,20 a 24 anos,4311809,3,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço raso, freático ou cacimba"
2022,Preta,20 a 24 anos,2102101,4,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço raso, freático ou cacimba"
2022,Preta,20 a 24 anos,2923902,4,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Rios, açudes, córregos, lagos e igarapés"
2022,Amarela,30 a 34 anos,5002407,6,Possui ligação à rede geral e a utiliza como forma principal
2022,Indígena,30 a 34 anos,2932507,7,Possui ligação à rede geral e a utiliza como forma principal
2022,Indígena,30 a 34 anos,4306304,2,Possui ligação à rede geral e a utiliza como forma principal
2022,Indígena,30 a 34 anos,2932507,8,"Não possui ligação com a rede geral - Fonte, nascente ou mina"
2022,Branca,30 a 34 anos,2101608,1,"Não possui ligação com a rede geral - Fonte, nascente ou mina"
2022,Branca,30 a 34 anos,4120705,7,"Não possui ligação com a rede geral - Fonte, nascente ou mina"
2022,Preta,30 a 34 anos,4313102,2,"Não possui ligação com a rede geral - Fonte, nascente ou mina"
2022,Indígena,30 a 34 anos,5002407,6,"Não possui ligação com a rede geral - Fonte, nascente ou mina"
2022,Branca,30 a 34 anos,2907202,4,"Não possui ligação com a rede geral - Fonte, nascente ou mina"
2022,Preta,30 a 34 anos,3108404,1,Não possui ligação com a rede geral - Poço profundo ou artesiano
2022,Preta,30 a 34 anos,4306304,2,"Possui ligação à rede geral, mas utiliza principalmente outra forma"
2022,Preta,30 a 34 anos,2802601,2,"Possui ligação à rede geral, mas utiliza principalmente outra forma"
2022,Parda,30 a 34 anos,2923902,9,"Possui ligação à rede geral, mas utiliza principalmente outra forma"
2022,Branca,30 a 34 anos,2601904,7,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba"
2022,Branca,30 a 34 anos,3534708,3,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba"
2022,Parda,30 a 34 anos,2921500,1,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba"
2022,Preta,30 a 34 anos,2905701,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Carro-pipa"
2022,Branca,30 a 34 anos,2921500,2,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Carro-pipa"
2022,Indígena,30 a 34 anos,5004502,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano"
2022,Preta,30 a 34 anos,3522703,2,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano"
2022,Amarela,30 a 34 anos,4108809,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano"
2022,Parda,30 a 34 anos,3161106,3,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço raso, freático ou cacimba"
2022,Parda,30 a 34 anos,2907202,4,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Rios, açudes, córregos, lagos e igarapés"
2022,Parda,30 a 34 anos,2932507,8,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Rios, açudes, córregos, lagos e igarapés"
2022,Preta,30 a 34 anos,2102101,4,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Rios, açudes, córregos, lagos e igarapés"
2022,Parda,35 a 39 anos,3506409,1,Não possui ligação com a rede geral
2022,Indígena,35 a 39 anos,2511905,2,Possui ligação à rede geral e a utiliza como forma principal
2022,Branca,35 a 39 anos,4108809,2,"Não possui ligação com a rede geral - Fonte, nascente ou mina"
2022,Branca,35 a 39 anos,2932507,5,"Não possui ligação com a rede geral - Fonte, nascente ou mina"
2022,Parda,35 a 39 anos,2511905,5,"Não possui ligação com a rede geral - Fonte, nascente ou mina"
2022,Amarela,35 a 39 anos,5004502,1,Não possui ligação com a rede geral - Poço profundo ou artesiano
2022,Parda,35 a 39 anos,4306304,4,Não possui ligação com a rede geral - Poço profundo ou artesiano
2022,Parda,35 a 39 anos,4300901,3,Não possui ligação com a rede geral - Poço profundo ou artesiano
2022,Preta,35 a 39 anos,5004502,4,"Possui ligação à rede geral, mas utiliza principalmente outra forma"
2022,Preta,35 a 39 anos,2921500,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma"
2022,Parda,35 a 39 anos,4211603,4,"Possui ligação à rede geral, mas utiliza principalmente outra forma"
2022,Indígena,35 a 39 anos,2923902,5,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba"
2022,Preta,35 a 39 anos,2511905,8,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba"
2022,Branca,35 a 39 anos,5002407,9,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba"
2022,Branca,35 a 39 anos,4120705,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano"
2022,Parda,35 a 39 anos,2907202,6,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano"
2022,Parda,35 a 39 anos,2905701,4,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço raso, freático ou cacimba"
2022,Preta,35 a 39 anos,2101608,2,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço raso, freático ou cacimba"
2022,Amarela,40 a 44 anos,2601904,2,Não possui ligação com a rede geral
2022,Amarela,40 a 44 anos,2921708,2,Não possui ligação com a rede geral
2022,Amarela,40 a 44 anos,2932507,1,"Não possui ligação com a rede geral - Fonte, nascente ou mina"
2022,Branca,40 a 44 anos,2511905,6,"Não possui ligação com a rede geral - Fonte, nascente ou mina"
2022,Indígena,40 a 44 anos,5002407,8,Não possui ligação com a rede geral - Poço profundo ou artesiano
2022,Parda,40 a 44 anos,4211603,1,Não possui ligação com a rede geral - Poço profundo ou artesiano
2022,Branca,40 a 44 anos,2923902,2,Não possui ligação com a rede geral - Poço profundo ou artesiano
2022,Indígena,40 a 44 anos,2511905,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma"
2022,Parda,40 a 44 anos,3522703,6,"Possui ligação à rede geral, mas utiliza principalmente outra forma"
2022,Amarela,40 a 44 anos,3534708,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano"
2022,Parda,40 a 44 anos,4318457,3,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano"
2022,Parda,40 a 44 anos,2905701,8,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço raso, freático ou cacimba"
2022,Preta,40 a 44 anos,2102101,7,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Rios, açudes, córregos, lagos e igarapés"
2022,Preta,40 a 44 anos,2923902,2,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Rios, açudes, córregos, lagos e igarapés"
2022,Amarela,45 a 49 anos,2907202,6,Não possui ligação com a rede geral
2022,Indígena,45 a 49 anos,3161106,7,Possui ligação à rede geral e a utiliza como forma principal
2022,Parda,45 a 49 anos,4211603,2,"Não possui ligação com a rede geral - Fonte, nascente ou mina"
2022,Parda,45 a 49 anos,2907202,5,"Não possui ligação com a rede geral - Fonte, nascente ou mina"
2022,Branca,45 a 49 anos,3161106,1,"Não possui ligação com a rede geral - Fonte, nascente ou mina"
2022,Indígena,45 a 49 anos,2905701,3,Não possui ligação com a rede geral - Poço profundo ou artesiano
2022,Parda,45 a 49 anos,3522703,5,"Possui ligação à rede geral, mas utiliza principalmente outra forma"
2022,Preta,45 a 49 anos,5002407,2,"Possui ligação à rede geral, mas utiliza principalmente outra forma"
2022,Parda,45 a 49 anos,5002407,8,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba"
2022,Branca,45 a 49 anos,2932507,5,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba"
2022,Branca,45 a 49 anos,3161106,5,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba"
2022,Amarela,45 a 49 anos,3534708,1,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba"
2022,Branca,45 a 49 anos,2101608,4,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço raso, freático ou cacimba"
2022,Preta,45 a 49 anos,3161106,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço raso, freático ou cacimba"
2022,Preta,45 a 49 anos,2102101,3,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Rios, açudes, córregos, lagos e igarapés"
2022,Branca,55 a 59 anos,4318457,6,Não possui ligação com a rede geral
2022,Preta,55 a 59 anos,3522703,5,Não possui ligação com a rede geral
2022,Indígena,55 a 59 anos,3534708,1,Não possui ligação com a rede geral
2022,Preta,55 a 59 anos,4309753,3,Não possui ligação com a rede geral
2022,Parda,55 a 59 anos,3534708,4,"Não possui ligação com a rede geral - Fonte, nascente ou mina"
2022,Branca,55 a 59 anos,2921708,4,"Não possui ligação com a rede geral - Fonte, nascente ou mina"
2022,Preta,55 a 59 anos,3534708,7,Não possui ligação com a rede geral - Poço profundo ou artesiano
2022,Preta,55 a 59 anos,4306304,2,"Possui ligação à rede geral, mas utiliza principalmente outra forma"
2022,Parda,55 a 59 anos,3522703,4,"Possui ligação à rede geral, mas utiliza principalmente outra forma"
2022,Amarela,55 a 59 anos,5004502,1,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba"
2022,Preta,55 a 59 anos,2101608,9,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Carro-pipa"
2022,Preta,55 a 59 anos,2907202,3,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Carro-pipa"
2022,Branca,55 a 59 anos,2511905,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Carro-pipa"
2022,Preta,55 a 59 anos,3506409,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano"
2022,Preta,55 a 59 anos,2932507,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano"
2022,Indígena,60 a 64 anos,4108809,2,Não possui ligação com a rede geral
2022,Preta,60 a 64 anos,4306304,4,Não possui ligação com a rede geral
2022,Indígena,60 a 64 anos,4311809,2,Possui ligação à rede geral e a utiliza como forma principal
2022,Branca,60 a 64 anos,3534708,6,"Não possui ligação com a rede geral - Fonte, nascente ou mina"
2022,Parda,60 a 64 anos,2921500,8,"Não possui ligação com a rede geral - Fonte, nascente ou mina"
2022,Preta,60 a 64 anos,4108809,3,Não possui ligação com a rede geral - Poço profundo ou artesiano
2022,Preta,60 a 64 anos,4211603,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma"
2022,Parda,60 a 64 anos,3506409,4,"Possui ligação à rede geral, mas utiliza principalmente outra forma"
2022,Preta,60 a 64 anos,4313102,1,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba"
2022,Indígena,60 a 64 anos,2923902,2,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba"
2022,Branca,60 a 64 anos,4120705,5,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba"
2022,Amarela,60 a 64 anos,2905701,3,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba"
2022,Amarela,60 a 64 anos,3534708,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano"
2022,Amarela,60 a 64 anos,5004502,2,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano"
2022,Branca,60 a 64 anos,2102101,6,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço raso, freático ou cacimba"
2022,Indígena,60 a 64 anos,2923902,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Rios, açudes, córregos, lagos e igarapés"
2022,Preta,65 a 69 anos,4300901,1,Não possui ligação com a rede geral
2022,Indígena,65 a 69 anos,2102101,1,Possui ligação à rede geral e a utiliza como forma principal
2022,Parda,65 a 69 anos,2601904,2,"Não possui ligação com a rede geral - Fonte, nascente ou mina"
2022,Parda,65 a 69 anos,4313102,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma"
2022,Branca,65 a 69 anos,2511905,2,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba"
2022,Preta,65 a 69 anos,3108404,1,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba"
2022,Branca,65 a 69 anos,2921500,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Carro-pipa"
2022,Preta,65 a 69 anos,4313102,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano"
2022,Preta,65 a 69 anos,5004502,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço raso, freático ou cacimba"
2022,Branca,65 a 69 anos,2932507,2,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Rios, açudes, córregos, lagos e igarapés"
2022,Parda,65 a 69 anos,2923902,3,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Rios, açudes, córregos, lagos e igarapés"
2022,Parda,65 a 69 anos,2101608,7,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Rios, açudes, córregos, lagos e igarapés"
2022,Indígena,70 a 74 anos,2511905,1,Possui ligação à rede geral e a utiliza como forma principal
2022,Parda,70 a 74 anos,4300901,1,"Não possui ligação com a rede geral - Fonte, nascente ou mina"
2022,Preta,70 a 74 anos,5004502,3,Não possui ligação com a rede geral - Poço profundo ou artesiano
2022,Parda,70 a 74 anos,4309753,3,Não possui ligação com a rede geral - Poço profundo ou artesiano
2022,Indígena,70 a 74 anos,2101608,4,Não possui ligação com a rede geral - Poço profundo ou artesiano
2022,Branca,70 a 74 anos,2601904,6,Não possui ligação com a rede geral - Poço profundo ou artesiano
2022,Amarela,70 a 74 anos,5004502,5,Não possui ligação com a rede geral - Poço profundo ou artesiano
2022,Preta,70 a 74 anos,4313102,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma"
2022,Parda,70 a 74 anos,3534708,2,"Possui ligação à rede geral, mas utiliza principalmente outra forma"
2022,Branca,70 a 74 anos,3161106,3,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba"
2022,Branca,70 a 74 anos,4309753,4,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba"
2022,Branca,70 a 74 anos,2102101,9,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço raso, freático ou cacimba"
2022,Branca,70 a 74 anos,2601904,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço raso, freático ou cacimba"
2022,Preta,75 a 79 anos,4300901,1,Não possui ligação com a rede geral
2022,Indígena,75 a 79 anos,4311809,1,Possui ligação à rede geral e a utiliza como forma principal
2022,Preta,75 a 79 anos,4313102,3,Possui ligação à rede geral e a utiliza como forma principal
2022,Parda,75 a 79 anos,2101608,3,"Não possui ligação com a rede geral - Fonte, nascente ou mina"
2022,Parda,75 a 79 anos,3108404,9,"Não possui ligação com a rede geral - Fonte, nascente ou mina"
2022,Parda,75 a 79 anos,4309753,3,"Não possui ligação com a rede geral - Fonte, nascente ou mina"
2022,Parda,75 a 79 anos,2907202,3,"Não possui ligação com a rede geral - Fonte, nascente ou mina"
2022,Amarela,75 a 79 anos,2905701,3,Não possui ligação com a rede geral - Poço profundo ou artesiano
2022,Parda,75 a 79 anos,3534708,4,Não possui ligação com a rede geral - Poço profundo ou artesiano
2022,Parda,75 a 79 anos,2802601,3,"Possui ligação à rede geral, mas utiliza principalmente outra forma"
2022,Preta,75 a 79 anos,2511905,4,"Possui ligação à rede geral, mas utiliza principalmente outra forma"
2022,Parda,75 a 79 anos,2923902,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma"
2022,Parda,75 a 79 anos,2921500,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Carro-pipa"
2022,Preta,75 a 79 anos,2601904,2,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Carro-pipa"
2022,Parda,75 a 79 anos,4108809,5,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço raso, freático ou cacimba"
2022,Parda,80 a 84 anos,2923902,7,Não possui ligação com a rede geral
2022,Preta,80 a 84 anos,2512408,6,Não possui ligação com a rede geral
2022,Preta,80 a 84 anos,4311809,3,Possui ligação à rede geral e a utiliza como forma principal
2022,Indígena,80 a 84 anos,2921708,1,Possui ligação à rede geral e a utiliza como forma principal
2022,Parda,80 a 84 anos,4313102,2,"Não possui ligação com a rede geral - Fonte, nascente ou mina"
2022,Branca,80 a 84 anos,4309753,7,Não possui ligação com a rede geral - Poço profundo ou artesiano
2022,Preta,80 a 84 anos,2601904,6,"Possui ligação à rede geral, mas utiliza principalmente outra forma"
2022,Preta,80 a 84 anos,3161106,3,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba"
2022,Parda,80 a 84 anos,2932507,6,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço raso, freático ou cacimba"
2022,Preta,85 a 89 anos,2601904,4,Não possui ligação com a rede geral
2022,Parda,85 a 89 anos,2511905,7,Não possui ligação com a rede geral
2022,Amarela,85 a 89 anos,2905701,3,Não possui ligação com a rede geral
2022,Parda,85 a 89 anos,2923902,1,Não possui ligação com a rede geral
2022,Parda,85 a 89 anos,5002407,6,Não possui ligação com a rede geral
2022,Parda,85 a 89 anos,4311809,5,Não possui ligação com a rede geral
2022,Preta,85 a 89 anos,3108404,5,Possui ligação à rede geral e a utiliza como forma principal
2022,Amarela,85 a 89 anos,5002407,2,Possui ligação à rede geral e a utiliza como forma principal
2022,Indígena,85 a 89 anos,3161106,3,Possui ligação à rede geral e a utiliza como forma principal
2022,Parda,85 a 89 anos,2921500,2,"Não possui ligação com a rede geral - Fonte, nascente ou mina"
2022,Branca,85 a 89 anos,4120705,1,"Não possui ligação com a rede geral - Fonte, nascente ou mina"
2022,Branca,85 a 89 anos,4311809,1,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba"
2022,Parda,85 a 89 anos,2907202,2,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Carro-pipa"
2022,Branca,85 a 89 anos,3161106,7,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano"
2022,Amarela,85 a 89 anos,4108809,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano"
2022,Amarela,90 a 94 anos,2905701,2,Não possui ligação com a rede geral
2022,Parda,90 a 94 anos,4120705,1,Não possui ligação com a rede geral
2022,Preta,90 a 94 anos,3506409,3,Possui ligação à rede geral e a utiliza como forma principal
2022,Branca,90 a 94 anos,4318457,3,Possui ligação à rede geral e a utiliza como forma principal
2022,Parda,90 a 94 anos,3534708,1,Não possui ligação com a rede geral - Poço profundo ou artesiano
2022,Parda,90 a 94 anos,5002407,4,Não possui ligação com a rede geral - Poço profundo ou artesiano
2022,Branca,90 a 94 anos,5002407,2,Não possui ligação com a rede geral - Poço profundo ou artesiano
2022,Parda,90 a 94 anos,2921708,6,"Possui ligação à rede geral, mas utiliza principalmente outra forma"
2022,Branca,90 a 94 anos,5002407,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma"
2022,Branca,90 a 94 anos,4108809,3,"Possui ligação à rede geral, mas utiliza principalmente outra forma"
2022,Branca,90 a 94 anos,2923902,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano"
2022,Parda,90 a 94 anos,2102101,5,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço profundo ou artesiano"
2022,Preta,90 a 94 anos,5004502,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Poço raso, freático ou cacimba"
2022,Parda,95 a 99 anos,2101608,7,Não possui ligação com a rede geral
2022,Indígena,95 a 99 anos,2932507,1,Não possui ligação com a rede geral
2022,Branca,95 a 99 anos,2512408,4,Não possui ligação com a rede geral
2022,Preta,95 a 99 anos,2921708,4,Possui ligação à rede geral e a utiliza como forma principal
2022,Branca,95 a 99 anos,2923902,1,Possui ligação à rede geral e a utiliza como forma principal
2022,Parda,95 a 99 anos,3108404,3,Possui ligação à rede geral e a utiliza como forma principal
2022,Parda,95 a 99 anos,2905701,4,Não possui ligação com a rede geral - Poço profundo ou artesiano
2022,Indígena,100 anos ou mais,2101608,3,Não possui ligação com a rede geral
2022,Branca,100 anos ou mais,4311809,2,Possui ligação à rede geral e a utiliza como forma principal
2022,Parda,100 anos ou mais,2101608,6,Possui ligação à rede geral e a utiliza como forma principal
2022,Preta,100 anos ou mais,2907202,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Carro-pipa"
2022,Amarela,0 a 4 anos,5004502,5,Possui ligação à rede geral e a utiliza como forma principal
2022,Branca,0 a 4 anos,2923902,2,"Não possui ligação com a rede geral - Fonte, nascente ou mina"
2022,Parda,0 a 4 anos,3522703,2,"Não possui ligação com a rede geral - Fonte, nascente ou mina"
2022,Preta,0 a 4 anos,2921500,1,Não possui ligação com a rede geral - Poço profundo ou artesiano
2022,Indígena,0 a 4 anos,5004502,6,"Possui ligação à rede geral, mas utiliza principalmente outra forma"
2022,Preta,0 a 4 anos,2932507,8,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba"
2022,Branca,0 a 4 anos,3534708,6,"Não possui ligação com a rede geral - Poço raso, freático ou cacimba"
2022,Parda,0 a 4 anos,2921500,3,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Carro-pipa"
2022,Amarela,0 a 4 anos,2101608,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Carro-pipa"
2022,Branca,0 a 4 anos,2921500,1,"Possui ligação à rede geral, mas utiliza principalmente outra forma - Carro-pipa"
